299322046	61.5587291	29.5030307	Parikkala			
299607386	56.7269029	37.1366621	Большая Волга	2001131	239002	
300116906	54.0183647	43.8244361	Запищиково	2024507		
300138635	54.0977708	47.3498833	Чуфарово	2024671		
300138720	54.0471025	47.1254973	Вешкайма	2024669		
300139381	53.9711642	46.8586281	Шарлово	2024668		
300140351	53.8758699	45.9055958	Чаис	2024806		
300143031	53.1118393	46.6005063	Кузнецк	2024590		
300143059	53.1399831	46.2332867	Сюзюм	2024591		
300144255	53.1512378	47.0528620	Никулино	2024593	635024	
300276716	51.3244970	54.9586192	Маячная	2040356		
300277021	51.2140877	54.9089554	Канисай	2041666		
300277579	51.1720467	54.9164059	Илецк 2			
300279489	51.0776655	54.2001888	Уютный	2704977		
300291763	51.9547094	55.3692397	Сакмарская	2040357		
300292035	51.5273075	56.8406546	Дубиновка	2040362		
300297368	51.3998107	58.1268276	Халилово	2040367		
300297429	51.4675003	57.9084201	Сара	2040366		
300302254	51.4749025	57.3498789	Кувандык	2040440		
300304265	51.3730417	57.5241196	Рысаево	2040364	813536	
300311935	53.0532020	60.6427510	Карталы 1	2040388		
300311955	53.2100542	60.8080265	Тумак	2041677		
300386560	51.8175094	59.7649583	Шильда	2040552		
300387127	51.4075264	59.1509442	216 км		815541	
